player,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI_min,FOW%,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,team_start,team_end,shoots,pos,age,country,weight,height_in,pos_multi,handed,signing_team,extension,signing_date,signing_age,clause,length,signing,expiry,exp_year,aav
Marcus Foligno,55,10,12,22,10,59,0.4,10,21,0,0,0,1,0,3,56,17.9,14.48,38.9,9.31,56,108,84,0.7,4.22,8.14,6.33,331,390,45.91,677,813,45.44,476,578,45.16,31.74,43.0,42.47,MIN,MIN,L,L,31,United States,224,75,True,Left,MIN,True,2021-01-12,29,NMC,3,UFA,unrestricted,2024,3100000
Jalen Chatfield,72,8,14,22,15,24,0.31,8,22,0,0,0,0,0,2,90,8.9,15.2,0.0,4.13,90,213,142,0.23,4.94,11.68,7.79,566,413,57.81,1171,778,60.08,864,576,60.0,53.11,40.29,56.86,CAR,CAR,R,D,27,United States,188,73,False,Right,CAR,True,2022-01-21,26,None,2,RFA,unrestricted,2024,762500
Hendrix Lapierre,51,8,14,22,-1,4,0.43,8,20,0,2,0,0,0,1,51,15.7,11.43,37.5,5.55,50,95,77,0.56,5.14,9.77,7.92,261,253,50.78,553,565,49.46,380,392,49.22,26.35,26.18,50.16,WSH,WSH,L,C,21,Canada,179,72,False,Left,WSH,False,2020-10-27,18,None,3,ELC,restricted,2025,1105833
Alexander Romanov,81,7,15,22,23,20,0.27,7,22,0,0,0,0,0,0,117,6.0,20.83,0.0,3.61,117,258,164,0.13,4.16,9.17,5.83,775,1024,43.08,1508,2106,41.73,1102,1459,43.03,78.84,104.22,43.07,NYI,NYI,L,D,23,Russia,209,73,False,Left,NYI,False,2022-08-22,22,None,3,RFA,restricted,2025,2500000
Kasperi Kapanen,73,6,16,22,-5,14,0.3,5,20,0,0,1,2,0,1,99,6.1,14.38,34.2,9.97,99,185,149,0.56,5.66,10.57,8.51,474,584,44.8,901,1127,44.43,679,844,44.58,42.4,61.74,40.71,STL,STL,R,R,26,Finland,194,73,False,Right,PIT,False,2022-07-21,25,None,2,RFA,unrestricted,2024,3200000
Kaiden Guhle,70,6,16,22,-8,56,0.31,6,22,0,0,0,0,1,1,95,6.3,20.85,0.0,4.51,96,190,128,0.19,3.95,7.81,5.26,595,790,42.96,1171,1682,41.04,859,1164,42.46,59.24,83.93,41.38,MTL,MTL,L,D,21,Canada,205,75,True,Left,MTL,False,2020-10-20,18,None,3,ELC,restricted,2025,1283333
Jacob Trouba,69,3,19,22,-4,73,0.32,3,20,0,1,0,1,0,0,129,2.3,21.25,0.0,5.36,129,271,164,0.22,5.28,11.09,6.71,636,818,43.74,1290,1733,42.67,917,1206,43.19,62.65,87.95,41.6,NYR,NYR,R,D,29,United States,209,75,False,Right,NYR,False,2019-07-19,25,NMC,7,RFA,unrestricted,2026,8000000
Alexey Toropchenko,82,14,7,21,-3,30,0.26,12,19,0,0,2,2,0,1,114,12.3,12.52,0.0,16.0,114,179,146,0.93,6.66,10.46,8.52,401,596,40.22,743,1177,38.7,546,836,39.51,36.92,58.18,38.82,STL,STL,L,R,24,Russia,187,75,True,Left,STL,False,2023-07-16,24,None,2,RFA,restricted,2025,1250000
Will Cuylle,81,13,8,21,-3,56,0.26,12,19,1,2,0,0,0,2,119,10.9,11.13,20.0,13.67,118,206,156,0.91,7.86,13.72,10.39,426,412,50.84,849,860,49.68,605,607,49.92,35.89,35.5,50.27,NYR,NYR,L,L,21,Canada,204,75,False,Left,NYR,False,2021-04-19,19,None,3,ELC,restricted,2025,902500
Jake Walman,63,12,9,21,-2,44,0.33,11,16,1,4,0,1,2,3,108,11.1,19.77,0.0,5.0,108,254,160,0.24,5.2,12.24,7.71,549,731,42.89,1108,1528,42.03,791,1090,42.05,51.62,89.35,36.61,DET,DET,L,D,27,Canada,170,73,False,Left,DET,True,2023-02-28,27,M-NTC,3,UFA,unrestricted,2026,3400000
Calle Jarnkrok,52,10,11,21,16,18,0.4,9,18,0,1,1,2,1,3,92,10.9,15.27,49.2,13.02,92,167,128,0.98,6.96,12.63,9.68,443,397,52.74,814,795,50.59,607,576,51.31,49.3,44.6,52.5,TOR,TOR,R,C,31,Sweden,190,72,True,Right,TOR,False,2022-07-15,30,M-NTC,4,UFA,unrestricted,2026,2100000
Blake Wheeler,54,9,12,21,2,23,0.39,8,20,1,1,0,0,0,1,83,10.8,12.72,61.3,9.23,83,144,116,0.81,7.25,12.58,10.13,351,321,52.23,709,658,51.87,513,480,51.66,34.89,32.51,51.77,NYR,NYR,R,R,36,United States,225,77,False,Right,NYR,False,2023-07-01,36,NTC,1,UFA,unrestricted,2024,1100000
Oskar Sundqvist,71,6,15,21,-6,32,0.3,2,13,3,5,1,3,0,0,68,8.8,13.25,41.9,10.24,68,136,112,0.65,4.34,8.68,7.14,379,539,41.29,710,1084,39.58,529,774,40.6,40.15,59.97,40.1,STL,STL,R,C,29,Sweden,209,75,True,Right,STL,False,2023-07-12,29,None,1,UFA,unrestricted,2024,775000
Beck Malenstyn,81,6,15,21,-1,25,0.26,6,20,0,0,0,1,0,1,98,6.1,14.25,45.1,12.26,98,177,140,0.64,5.09,9.19,7.28,351,681,34.01,766,1505,33.72,528,1048,33.5,37.13,79.17,31.93,WSH,WSH,L,L,25,Canada,200,75,True,Left,WSH,True,2022-06-20,24,None,2,RFA,restricted,2024,762500
Michael Kesselring,65,5,16,21,11,66,0.32,5,21,0,0,0,0,0,2,76,6.6,15.8,0.0,3.25,76,196,134,0.19,4.44,11.46,7.83,488,479,50.47,1021,971,51.26,741,725,50.55,44.28,48.12,47.92,ARI,ARI,R,D,23,United States,190,76,False,Right,EDM,False,2021-03-22,21,None,3,ELC,restricted,2024,925000
Egor Zamula,66,5,16,21,3,32,0.32,3,11,2,9,0,1,0,1,61,8.2,16.05,0.0,2.37,61,177,95,0.13,3.46,10.02,5.38,576,418,57.95,1170,894,56.69,806,604,57.16,50.02,42.95,53.8,PHI,PHI,L,D,23,Russia,170,75,True,Left,PHI,True,2023-05-02,23,None,1,RFA,restricted,2024,775000
Mario Ferraro,78,3,18,21,-38,36,0.27,3,21,0,0,0,0,0,0,124,2.4,22.87,0.0,5.5,123,266,167,0.19,4.18,9.03,5.68,714,1126,38.79,1472,2328,38.74,1047,1663,38.63,65.8,124.32,34.61,SJS,SJS,L,D,24,Canada,185,71,False,Left,SJS,False,2022-08-04,23,None,4,RFA,unrestricted,2026,3250000
Craig Smith,75,11,9,20,2,33,0.27,11,20,0,0,0,0,0,2,112,9.8,10.22,25.0,11.41,112,216,166,0.89,8.77,16.91,13.0,394,308,56.13,812,648,55.62,585,451,56.47,35.4,26.18,57.49,DAL,DAL,R,C,33,United States,208,73,False,Right,DAL,False,2023-07-01,33,None,1,UFA,unrestricted,2024,1000000
Tye Kartye,77,11,9,20,-1,37,0.26,11,20,0,0,0,0,0,1,109,10.1,11.83,47.1,12.52,108,222,166,0.84,7.21,14.81,11.08,384,434,46.94,845,867,49.36,578,628,47.93,34.47,37.34,48.01,SEA,SEA,L,L,22,Canada,202,71,True,Left,SEA,False,2022-03-01,21,None,3,ELC,restricted,2025,925000
Josh Anderson,78,9,11,20,-18,74,0.26,9,18,0,2,0,0,0,0,141,6.4,15.47,48.4,21.14,141,277,224,1.05,7.01,13.78,11.14,572,647,46.92,1188,1267,48.39,849,896,48.65,62.85,64.81,49.23,MTL,MTL,R,R,29,Canada,227,75,True,Right,MTL,True,2020-10-08,26,M-NTC,7,RFA,unrestricted,2027,5500000
Brenden Dillon,77,8,12,20,20,92,0.26,8,20,0,0,0,0,0,2,79,10.1,18.73,0.0,2.71,79,205,121,0.11,3.28,8.52,5.03,621,829,42.83,1276,1662,43.43,928,1198,43.65,66.77,87.66,43.24,WPG,WPG,L,D,32,Canada,225,76,False,Left,WSH,True,2020-10-06,29,None,4,UFA,unrestricted,2024,3900000
Philip Tomasino,41,7,13,20,-6,25,0.49,7,16,0,4,0,0,0,2,62,11.3,12.57,15.8,6.87,62,112,86,0.8,7.22,13.04,10.01,285,241,54.18,556,481,53.62,396,339,53.88,29.24,20.9,58.32,NSH,NSH,R,C,21,Canada,180,72,True,Right,NSH,False,2019-10-21,17,None,3,ELC,restricted,2024,1005000
Nikita Zadorov,75,6,14,20,0,125,0.27,6,19,0,0,0,1,0,1,90,6.7,17.43,0.0,3.19,88,249,153,0.15,4.09,11.58,7.12,535,644,45.38,1123,1258,47.17,810,919,46.85,47.78,67.03,41.62,CGY,VAN,L,D,28,Russia,235,78,True,Left,CGY,False,2022-07-13,27,None,2,UFA,unrestricted,2024,3750000
Ben Chiarot,77,5,15,20,-4,56,0.26,5,20,0,0,0,0,1,1,107,4.7,19.78,0.0,4.98,107,232,153,0.2,4.22,9.14,6.03,637,926,40.75,1236,1894,39.49,900,1339,40.2,61.01,90.53,40.26,DET,DET,L,D,32,Canada,234,75,True,Left,DET,False,2022-07-13,31,M-NTC,4,UFA,unrestricted,2026,4750000
Valtteri Puustinen,52,5,15,20,4,6,0.38,5,18,0,2,0,0,0,0,86,5.8,11.75,25.0,8.94,86,147,112,0.88,8.44,14.44,11.0,349,249,58.36,695,528,56.83,499,378,56.9,38.24,21.56,63.95,PIT,PIT,R,R,24,Finland,179,69,True,Right,PIT,True,2023-06-20,24,None,1,RFA,unrestricted,2024,775000
Zac Jones,31,2,7,9,1,8,0.29,2,9,0,0,0,0,0,1,42,4.8,14.63,0.0,1.83,42,69,52,0.24,5.56,9.13,6.88,219,231,48.67,439,438,50.06,322,323,49.92,19.54,21.17,48.0,NYR,NYR,L,D,22,United States,175,71,False,Left,NYR,True,2023-06-16,22,None,2,RFA,restricted,2025,812500
Olen Zellweger,26,2,7,9,-6,4,0.35,2,7,0,2,0,0,0,0,34,5.9,19.28,0.0,1.89,34,96,56,0.24,4.24,11.96,6.98,220,243,47.52,459,459,50.0,326,350,48.22,19.86,21.9,47.56,ANA,ANA,L,D,19,Canada,175,70,False,Left,ANA,False,2021-08-13,17,None,3,ELC,restricted,2026,871667
Jonas Siegenthaler,57,1,8,9,-7,20,0.16,1,9,0,0,0,0,0,0,63,1.6,19.33,0.0,2.83,63,151,88,0.15,3.43,8.22,4.79,506,586,46.34,1046,1156,47.5,726,867,45.57,52.57,64.19,45.02,NJD,NJD,L,D,26,Other,210,75,False,Left,NJD,True,2022-07-26,26,None,5,RFA,unrestricted,2028,3400000
Kaedan Korczak,26,1,8,9,12,8,0.35,1,8,0,1,0,0,0,0,32,3.1,16.5,0.0,1.06,32,81,45,0.15,4.47,11.33,6.29,214,177,54.73,432,423,50.53,300,285,51.28,19.59,17.51,52.8,VGK,VGK,R,D,22,Canada,192,75,False,Right,VGK,False,2019-12-21,18,None,3,ELC,restricted,2024,905000
Nikita Okhotiuk,52,1,8,9,-24,48,0.17,1,9,0,0,0,0,0,1,52,1.9,15.92,0.0,3.22,52,133,88,0.23,3.77,9.64,6.38,340,490,40.96,705,977,41.91,496,695,41.65,33.01,50.58,39.49,SJS,CGY,L,D,22,Russia,198,72,False,Left,NJD,False,2019-12-30,18,None,3,ELC,restricted,2024,905000
Ryker Evans,36,1,8,9,-5,20,0.25,1,4,0,5,0,0,0,0,44,2.3,19.18,0.0,1.85,43,99,65,0.17,3.85,8.86,5.82,316,270,53.92,694,522,57.07,467,396,54.11,30.26,23.32,56.48,SEA,SEA,L,D,21,Canada,192,72,False,Left,SEA,False,2022-04-22,20,None,3,ELC,restricted,2025,925000
Jarred Tinordi,52,0,9,9,-27,64,0.17,0,8,0,0,0,1,0,0,32,0.0,15.65,0.0,0.66,32,78,44,0.05,2.42,5.9,3.33,276,489,36.08,562,999,36.0,406,710,36.38,26.6,51.11,34.22,CHI,CHI,L,D,31,United States,225,78,False,Left,CHI,True,2023-04-11,31,None,1,UFA,unrestricted,2024,1250000
Josh Mahura,30,0,9,9,-2,20,0.3,0,8,0,0,0,1,0,0,25,0.0,12.6,0.0,0.96,25,48,33,0.15,3.97,7.62,5.24,179,175,50.56,336,375,47.26,238,250,48.77,10.98,15.22,41.91,FLA,FLA,L,D,25,Canada,190,72,True,Left,FLA,True,2023-02-10,25,None,1,RFA,unrestricted,2024,925000
William Carrier,39,6,2,8,3,16,0.21,6,8,0,0,0,0,0,0,65,9.2,11.17,46.7,7.67,65,126,97,1.06,8.94,17.35,13.36,238,181,56.8,469,402,53.85,340,275,55.28,22.77,14.3,61.42,VGK,VGK,L,L,28,Canada,218,74,False,Left,VGK,True,2020-02-27,25,None,4,RFA,unrestricted,2024,1400000
Matt Martin,57,4,4,8,7,43,0.14,4,8,0,0,0,0,0,0,48,8.3,9.32,38.9,5.25,48,75,62,0.59,5.43,8.48,7.01,194,241,44.6,395,552,41.71,291,364,44.43,18.79,20.56,47.75,NYI,NYI,L,L,34,Canada,220,75,True,Left,NYI,False,2021-01-11,31,None,4,UFA,unrestricted,2024,1500000
Cole Guttman,27,4,4,8,-17,7,0.3,2,5,2,3,0,0,0,0,50,8.0,12.62,50.0,4.38,50,85,66,0.77,8.8,14.97,11.62,152,190,44.44,308,359,46.18,212,254,45.49,13.12,17.5,42.85,CHI,CHI,R,C,24,United States,163,70,False,Right,CHI,False,2022-08-18,23,None,2,ELC,restricted,2024,950000
Jesse Ylönen,59,4,4,8,2,12,0.14,4,8,0,0,0,0,0,1,50,8.0,10.23,55.6,4.12,50,80,66,0.41,4.97,7.95,6.56,239,324,42.45,470,707,39.93,336,480,41.18,23.7,34.7,40.58,MTL,MTL,R,R,23,United States,201,73,True,Right,MTL,False,2023-07-31,23,None,1,RFA,unrestricted,2024,775000
Dakota Mermis,47,3,5,8,-2,33,0.17,3,8,0,0,0,0,0,0,42,7.1,14.08,0.0,1.68,42,121,73,0.15,3.81,10.97,6.62,273,326,45.58,591,668,46.94,426,474,47.33,24.12,32.27,42.77,MIN,MIN,L,D,29,United States,195,72,True,Left,MIN,True,2023-06-30,29,None,1,UFA,unrestricted,2024,775000
Dryden Hunt,28,3,5,8,1,7,0.29,3,8,0,0,0,0,0,1,33,9.1,11.13,40.0,3.4,33,56,46,0.65,6.35,10.78,8.86,150,140,51.72,313,297,51.31,223,203,52.35,12.59,13.23,48.76,CGY,CGY,L,L,27,Canada,193,72,True,Left,CGY,False,2023-07-02,27,None,2,UFA,unrestricted,2025,775000
Oliver Kylington,33,3,5,8,-6,12,0.24,3,8,0,0,0,0,0,0,42,7.1,17.25,0.0,1.85,41,101,64,0.2,4.48,11.02,6.99,256,313,44.99,552,632,46.62,389,446,46.59,24.42,30.37,44.57,CGY,CGY,L,D,26,Sweden,183,72,True,Left,CGY,False,2022-08-02,25,None,2,RFA,unrestricted,2024,2500000
Marco Scandella,65,2,6,8,2,15,0.12,1,7,0,0,1,1,0,1,42,4.8,12.47,0.0,2.48,42,107,67,0.18,3.11,7.92,4.96,312,450,40.94,605,858,41.35,445,625,41.59,29.18,44.84,39.42,STL,STL,L,D,33,Canada,212,75,False,Left,STL,True,2020-04-16,30,M-NTC,4,UFA,unrestricted,2024,3275000
Travis Boyd,16,2,6,8,3,2,0.5,2,8,0,0,0,0,0,1,12,16.7,9.62,53.5,1.66,12,26,18,0.65,4.68,10.14,7.02,56,86,39.44,120,178,40.27,90,130,40.9,7.3,8.36,46.59,ARI,ARI,R,C,29,United States,190,72,True,Right,ARI,True,2022-03-05,28,None,2,UFA,unrestricted,2024,1750000
Connor Murphy,46,2,6,8,-19,40,0.17,2,8,0,0,0,0,0,0,51,3.9,19.83,0.0,1.75,51,111,70,0.12,3.35,7.3,4.59,382,516,42.54,706,1043,40.36,514,730,41.32,31.56,56.66,35.77,CHI,CHI,R,D,30,United States,212,76,False,Right,CHI,True,2021-08-31,29,M-NTC,4,UFA,unrestricted,2026,4400000
Kyle Burroughs,73,2,6,8,-42,71,0.11,2,7,0,1,0,0,0,1,79,2.5,19.15,0.0,3.67,79,193,121,0.16,3.44,8.4,5.26,604,762,44.22,1231,1571,43.93,883,1122,44.04,55.65,77.39,41.83,SJS,SJS,R,D,27,Canada,198,72,True,Right,SJS,False,2023-07-01,27,None,3,UFA,unrestricted,2026,1100000
Brendan Brisson,15,2,6,8,-5,2,0.53,1,6,1,2,0,0,0,1,20,10.0,12.33,50.0,1.99,20,47,35,0.65,6.48,15.24,11.35,86,84,50.59,178,183,49.31,128,127,50.2,8.15,7.28,52.82,VGK,VGK,L,C,21,United States,179,71,True,Left,VGK,False,2022-04-30,20,None,3,ELC,restricted,2025,925000
Jacob Bryson,36,1,7,8,5,8,0.22,1,8,0,0,0,0,0,0,15,6.7,14.68,0.0,0.39,15,34,22,0.04,1.7,3.86,2.5,220,260,45.83,435,537,44.75,315,385,45.0,20.47,26.1,43.96,BUF,BUF,L,D,25,Canada,185,69,True,Left,BUF,True,2022-07-10,24,None,2,RFA,unrestricted,2024,1850000
Parker Wotherspoon,41,0,8,8,6,31,0.2,0,8,0,0,0,0,0,0,32,0.0,17.72,0.0,0.73,32,80,43,0.06,2.64,6.6,3.55,315,364,46.39,606,802,43.04,440,560,44.0,32.56,38.33,45.93,BOS,BOS,L,D,25,Canada,172,72,False,Left,BOS,False,2023-07-01,25,None,1,UFA,restricted,2024,775000
Ilya Lyubushkin,74,0,8,8,-11,57,0.11,0,8,0,0,0,0,0,0,47,0.0,17.12,0.0,2.94,47,107,73,0.14,2.23,5.07,3.46,522,798,39.54,953,1581,37.61,716,1149,38.39,47.78,89.86,34.71,ANA,TOR,R,D,29,Russia,201,74,False,Right,BUF,False,2022-07-13,28,None,2,UFA,unrestricted,2024,2750000
Ryan Lomberg,75,5,2,7,-1,80,0.09,4,6,1,1,0,0,0,2,68,7.4,9.53,29.4,7.02,68,137,105,0.59,5.7,11.49,8.8,296,305,49.25,623,645,49.13,433,472,47.85,24.21,29.06,45.45,FLA,FLA,L,L,28,Canada,187,69,True,Left,FLA,True,2021-11-25,27,None,2,UFA,unrestricted,2024,800000
Justin Brazeau,19,5,2,7,4,2,0.37,3,5,2,2,0,0,0,1,31,16.1,11.12,30.0,4.51,31,47,44,1.28,8.81,13.35,12.5,97,74,56.73,185,183,50.27,142,115,55.25,11.36,6.58,63.32,BOS,BOS,R,R,25,Canada,220,77,False,Right,BOS,False,2024-02-18,25,None,2,UFA,unrestricted,2025,775000
Michael Sgarbossa,25,4,3,7,0,2,0.28,4,6,0,1,0,0,0,1,27,14.8,10.97,46.0,3.63,27,45,39,0.79,5.91,9.84,8.52,115,124,48.12,246,259,48.71,170,181,48.43,12.28,11.34,51.99,WSH,WSH,L,C,30,Canada,185,72,False,Left,WSH,True,2023-05-05,30,None,2,UFA,unrestricted,2025,775000
Pierre-Edouard Bellemare,40,4,3,7,4,6,0.18,3,6,0,0,1,1,0,0,36,11.1,9.83,53.5,3.09,34,67,50,0.48,5.32,10.49,7.83,133,182,42.22,310,394,44.03,210,274,43.39,11.77,21.27,35.61,SEA,SEA,L,L,38,Other,198,72,True,Left,SEA,False,2023-07-07,38,None,1,UFA,unrestricted,2024,775000
Noel Acciari,55,4,3,7,-7,10,0.13,4,7,0,0,0,0,0,1,59,6.8,12.97,54.5,7.52,60,101,79,0.63,5.05,8.49,6.64,249,414,37.56,484,919,34.5,352,635,35.65,23.53,44.93,34.36,PIT,PIT,R,C,31,United States,203,70,True,Right,PIT,False,2023-07-01,31,M-NTC,3,UFA,unrestricted,2026,2000000
Mitchell Chaffee,30,4,3,7,2,4,0.23,4,7,0,0,0,0,0,0,27,14.8,11.28,0.0,3.05,26,52,38,0.54,4.62,9.25,6.76,137,155,46.92,297,322,47.98,202,217,48.21,11.3,15.7,41.85,TBL,TBL,R,R,25,United States,207,72,False,Right,TBL,False,2023-07-01,25,None,1,UFA,unrestricted,2024,775000
Radim Zohorna,33,4,3,7,0,18,0.21,4,7,0,0,0,0,0,1,38,10.5,9.77,50.0,4.84,38,68,52,0.9,7.08,12.66,9.68,176,140,55.7,343,292,54.02,248,218,53.22,17.66,13.72,56.28,PIT,PIT,L,L,27,Other,220,78,True,Left,PIT,False,2023-07-02,27,None,1,UFA,unrestricted,2024,775000
Dillon Dube,43,3,4,7,-13,8,0.16,2,6,1,1,0,0,0,0,42,7.1,11.17,53.1,4.79,42,77,58,0.6,5.25,9.61,7.25,206,253,44.88,451,517,46.59,317,353,47.31,17.16,28.61,37.49,CGY,CGY,L,C,24,Canada,187,71,True,Left,CGY,False,2021-08-26,22,None,3,RFA,unrestricted,2024,2300000
David Gustafsson,39,3,4,7,1,0,0.18,3,7,0,0,0,0,0,0,27,11.1,9.27,54.6,2.59,27,51,40,0.45,4.63,8.76,6.87,144,182,44.17,284,347,45.01,204,248,45.13,9.88,16.57,37.34,WPG,WPG,L,C,23,Sweden,196,74,True,Left,WPG,False,2022-08-10,22,None,2,RFA,restricted,2024,775000
Nils Aman,43,3,4,7,-3,8,0.16,3,7,0,0,0,0,0,0,28,10.7,10.33,45.6,3.47,27,43,38,0.48,3.76,5.99,5.29,140,212,39.77,297,431,40.79,208,307,40.39,14.16,17.98,44.04,VAN,VAN,L,C,23,Sweden,179,74,False,Left,VAN,False,2022-06-07,22,None,2,ELC,restricted,2024,925000
Daniil Miromanov,24,3,4,7,-2,8,0.29,3,5,0,2,0,0,0,0,46,6.5,20.72,0.0,2.52,45,110,70,0.32,5.67,13.87,8.83,277,199,58.19,582,392,59.75,405,279,59.21,28.16,20.73,57.6,VGK,CGY,R,D,25,Russia,202,76,False,Right,VGK,True,2022-06-21,24,None,2,RFA,restricted,2024,762500
Travis Dermott,50,2,5,7,-14,26,0.14,2,7,0,0,0,0,0,0,38,5.3,17.28,0.0,1.57,38,84,56,0.11,2.64,5.83,3.89,330,520,38.82,660,1050,38.6,482,792,37.83,35.93,54.87,39.57,ARI,ARI,L,D,26,Canada,205,72,True,Left,ARI,False,2023-07-11,26,None,1,UFA,unrestricted,2024,800000
Nikita Zaitsev,38,2,5,7,-5,14,0.18,2,5,0,2,0,0,0,0,31,6.5,15.93,0.0,1.13,31,90,52,0.11,3.07,8.92,5.15,244,356,40.67,513,690,42.64,361,495,42.17,22.21,29.91,42.61,CHI,CHI,R,D,31,Russia,195,74,False,Right,TOR,True,2017-05-02,25,M-NTC,7,RFA,unrestricted,2024,4500000
Nick DeSimone,34,2,5,7,3,4,0.21,2,7,0,0,0,0,0,1,28,7.1,13.48,0.0,1.07,28,69,38,0.14,3.67,9.02,4.97,250,249,50.1,476,499,48.82,339,360,48.5,22.15,24.29,47.7,CGY,NJD,R,D,28,United States,190,74,False,Right,CGY,False,2022-07-13,27,None,2,UFA,unrestricted,2024,762500
Brayden Pachal,50,2,5,7,-3,51,0.14,2,6,0,0,0,1,0,0,52,3.9,14.68,0.0,2.13,51,133,74,0.18,4.26,11.1,6.18,291,367,44.22,637,787,44.73,424,547,43.67,27.39,34.79,44.04,VGK,CGY,R,D,23,Canada,200,72,False,Right,VGK,True,2023-06-29,23,None,2,RFA,restricted,2025,775000
Walker Duehr,40,2,5,7,-3,6,0.18,2,7,0,0,0,0,0,0,29,6.9,8.12,16.7,2.81,29,62,50,0.52,5.36,11.46,9.24,132,161,45.05,277,335,45.26,198,228,46.48,12.47,16.67,42.79,CGY,CGY,R,R,25,United States,210,74,False,Right,CGY,True,2023-04-24,25,None,2,RFA,unrestricted,2025,825000
Luke Schenn,63,1,6,7,1,43,0.11,1,7,0,0,0,0,0,0,81,1.2,15.18,0.0,2.49,81,188,109,0.16,5.08,11.79,6.84,468,504,48.15,935,967,49.16,663,715,48.11,42.99,50.43,46.02,NSH,NSH,R,D,33,Canada,227,74,False,Right,NSH,False,2023-07-01,33,None,3,UFA,unrestricted,2026,2750000
Sammy Blais,53,1,6,7,-11,31,0.13,1,7,0,0,0,0,0,0,33,3.0,9.68,22.2,3.43,33,67,48,0.4,3.86,7.83,5.61,191,262,42.16,411,505,44.87,281,375,42.84,17.12,24.15,41.48,STL,STL,L,L,27,Canada,205,74,True,Left,STL,True,2023-03-02,27,None,1,UFA,unrestricted,2024,1000000
Noah Juulsen,54,1,6,7,-1,22,0.13,1,7,0,0,0,0,0,0,30,3.3,14.9,0.0,1.31,28,100,54,0.1,2.14,7.63,4.12,301,394,43.31,607,834,42.12,440,571,43.52,26.26,40.0,39.63,VAN,VAN,R,D,26,Canada,193,74,False,Right,VAN,True,2023-06-30,26,None,2,UFA,unrestricted,2025,775000
Dennis Gilbert,34,1,6,7,-7,16,0.21,1,7,0,0,0,0,0,0,23,4.4,12.28,0.0,0.88,23,54,38,0.13,3.3,7.76,5.46,177,191,48.1,383,414,48.06,266,278,48.9,15.22,18.45,45.2,CGY,CGY,L,D,26,United States,216,74,False,Left,CGY,False,2022-07-13,25,None,2,UFA,unrestricted,2024,762500
Troy Stecher,54,1,6,7,9,32,0.13,1,7,0,0,0,0,0,0,51,2.0,18.12,0.0,3.6,51,156,82,0.22,3.18,9.73,5.11,393,538,42.21,826,1037,44.34,591,773,43.33,44.27,54.79,44.69,ARI,EDM,R,D,29,Canada,186,70,False,Right,ARI,False,2023-07-01,29,None,1,UFA,unrestricted,2024,1100000
Mattias Samuelsson,41,1,6,7,4,26,0.17,1,7,0,0,0,0,0,1,44,2.3,20.5,0.0,1.12,44,94,61,0.08,3.14,6.71,4.34,387,452,46.13,728,907,44.53,550,648,45.91,37.65,47.91,44.01,BUF,BUF,L,D,23,United States,218,76,False,Left,BUF,True,2022-10-12,23,None,7,RFA,unrestricted,2030,4285714
Matthew Kessel,39,1,6,7,0,12,0.18,1,7,0,0,0,0,0,0,28,3.6,16.8,0.0,1.38,28,82,45,0.13,2.57,7.51,4.12,269,307,46.7,537,674,44.34,387,473,45.0,24.19,33.22,42.14,STL,STL,R,D,23,United States,205,74,False,Right,STL,False,2022-03-27,22,None,2,ELC,restricted,2024,925000
Ryan Johnson,41,0,7,7,3,12,0.17,0,7,0,0,0,0,0,0,35,0.0,13.87,0.0,1.31,35,86,56,0.14,3.69,9.08,5.91,274,249,52.39,560,515,52.09,400,374,51.68,23.53,23.86,49.65,BUF,BUF,L,D,21,United States,170,72,False,Left,BUF,False,2023-05-27,21,None,2,ELC,restricted,2025,925000
Wyatt Kaiser,32,0,7,7,0,22,0.22,0,7,0,0,0,0,0,0,18,0.0,17.32,0.0,0.56,18,57,28,0.06,1.95,6.17,3.03,201,333,37.64,412,624,39.77,296,465,38.9,19.76,34.86,36.18,CHI,CHI,L,D,20,United States,173,72,False,Left,CHI,False,2023-03-14,19,None,3,ELC,restricted,2025,1208333
Erik Johnson,67,5,1,6,-14,26,0.09,5,6,0,0,0,0,0,1,60,8.3,14.47,0.0,1.7,60,128,80,0.11,3.71,7.92,4.95,403,571,41.38,780,1146,40.5,558,822,40.43,37.61,64.95,36.68,BUF,PHI,R,D,35,United States,225,76,False,Right,BUF,False,2023-07-01,35,None,1,UFA,unrestricted,2024,3250000
Ryan Reaves,49,4,2,6,-13,49,0.12,4,6,0,0,0,0,0,0,26,15.4,8.12,100.0,3.82,26,60,46,0.57,3.92,9.05,6.94,159,160,49.84,344,381,47.45,236,255,48.07,13.84,16.34,45.86,TOR,TOR,R,R,36,Canada,225,74,False,Right,TOR,False,2023-07-01,36,None,3,UFA,unrestricted,2026,1350000
Tyson Jost,43,3,3,6,-11,10,0.14,3,6,0,0,0,0,0,0,48,6.3,10.6,42.6,4.34,48,86,71,0.56,6.32,11.32,9.35,157,231,40.46,328,467,41.26,233,339,40.72,12.89,25.07,33.96,BUF,BUF,L,C,25,Canada,187,71,False,Left,BUF,False,2023-07-01,25,None,1,UFA,unrestricted,2024,2000000
